id,name,brand,tagline,price,priceNumeric,category,gender,notes,image,bestseller,newArrival,inStock,size,concentration
6709,Armaf Club De Nuit Woman 105ml,Armaf Perfumes,"Armaf Club De Nuit Woman 105ml a fragrance for women, debuted in 2016, an","₦59,000",59000,perfume,unisex,"that concoct a saccharine and sensuous aroma. Its top notes intermingle the tangy flavors of blackcurrant, mandarin oran",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_2133-scaled-291x291.webp,true,false,true,105ml,
6649,Armaf Club de nuit intense man EDT,Armaf Perfumes,Armaf Club de nuit intense man EDT 105ml is a popular fragrance for men that,"₦65,000",65000,perfume,men,"of lemon, black currant, apple, and bergamot. Its heart notes feature rose, jasmine, and birch, which give it a floral a",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_2096-scaled-291x291.webp,true,false,true,,Eau de Toilette
11947,Armani Acqua Di Gio Profumo Edp 125ml,"Emperor Armani, Giorgio Armani",Armani Acqua Di Gio Profumo Edp 125ml Acqua Di Giò Profumo is a sophisticated,"₦240,000",240000,perfume,men,"Bergamot, Aquatic notes Heart Notes Geranium, Sage, Rosemary Base notes Patchouli, Incense",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5860-291x291.jpeg,true,false,true,125ml,Eau de Parfum
12727,BAL D’AFRIQUE BYREDO,,"Bal d’Afrique is a love letter to Africa, to its cultural pulse, to its","₦398,000",398000,perfume,unisex,"Bal d’Afrique is a love letter to Africa, to its cultural pulse, to its enduring influence through t",https://folafragrance.com.ng/wp-content/uploads/2026/07/img_1340-291x291.png,true,false,true,,
11826,BDK PARFUMS 312 SAINT-HONORÉ EAU DE PARFUM,BDK PARFUMS,BDK PARFUMS 312 SAINT-HONORÉ EAU DE PARFUM 1 – 312 Saint-Honoré celebrates the,"₦475,000",475000,perfume,unisex,BDK PARFUMS 312 SAINT-HONORÉ EAU DE PARFUM 1 – 312 Saint-Honoré celebrates the opening of the House,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5656-291x291.webp,true,false,true,,Eau de Parfum
11836,BDK PARFUMS AMBRE SAFRANO EAU DE PARFUM,BDK PARFUMS,BDK PARFUMS AMBRE SAFRANO EAU DE PARFUM A cloud of golden saffron blended with,"₦655,000",655000,perfume,unisex,Saffron accord Madagascan black pepper oil Plum accord HEART NOTES Turkish rose absolute Olibanum absolute Black leather,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5662-291x291.webp,true,true,true,,Eau de Parfum
11784,BDK PARFUMS GRIS CHARNEL EAU DE PARFUM,BDK PARFUMS,"BDK PARFUMS GRIS CHARNEL EAU DE PARFUM Shades of infinite grey. As time passes,","₦461,000",461000,perfume,unisex,"of bourbon vetiver, softened by the beauty of powerful iris. 3 – An urban elixir of carnal grey, akin to a seductive pot",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5634-291x291.jpeg,true,false,true,,Eau de Parfum
11786,BDK PARFUMS GRIS CHARNEL EXTRAIT EXTRAIT DE PARFUM,BDK PARFUMS,"BDK PARFUMS GRIS CHARNEL EXTRAIT EXTRAIT DE PARFUM Concentrated at 30%, Gris","₦585,000",585000,perfume,unisex,of the fragrance,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5635-291x291.png,true,true,true,,Extrait de Parfum
11791,BDK PARFUMS IMPADIA EAU DE PARFUM,BDK PARFUMS,"BDK PARFUMS IMPADIA EAU DE PARFUM 1 – A day of imperial splendor, where every","₦475,000",475000,perfume,unisex,Mandarin Italy Bergamot oil Italy Pear HEART NOTES Rose oil Bulgaria Rose absolute Türkiye Orange flower absolute north ,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5637-291x291.png,true,false,true,,Eau de Parfum
11796,BDK PARFUMS ROUGE SMOKING EAU DE PARFUM,BDK PARFUMS,BDK PARFUMS ROUGE SMOKING EAU DE PARFUM Celebration of a Parisian sensuality,"₦490,000",490000,perfume,unisex,"with a musky base and powdery veil. 3 – A sartorial tribute to YSL and his couture genius, whose lines inspire and trans",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5647-scaled-291x291.webp,true,true,true,,Eau de Parfum
11825,BDK PARFUMS ROUGE SMOKING EXTRAIT,BDK PARFUMS,"BDK PARFUMS ROUGE SMOKING EXTRAIT Intensely sensual and captivating, Rouge","₦578,000",578000,perfume,unisex,"BDK PARFUMS ROUGE SMOKING EXTRAIT Intensely sensual and captivating, Rouge Smoking Extrait draws its",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5653-291x291.webp,true,true,true,,Extrait de Parfum
11829,BDK PARFUMS VANILLE LEATHER EAU DE PARFUM,BDK PARFUMS,BDK PARFUMS VANILLE LEATHER EAU DE PARFUM Exalted vanilla leather. 2 –,"₦635,000",635000,perfume,unisex,Pink peppercorn Violet accord HEART NOTES Indian tuberose absolute Egyptian jasmin absolute Orange blossom absolute BASE,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5660-291x291.webp,true,true,true,,Eau de Parfum
11749,BEAUTÉ DU DIABLE BY LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,BEAUTÉ DU DIABLE BY LIQUID IMAGINAIRES Experience the irresistible power of,"₦600,000",600000,perfume,men,"of gin and absinthe transport you to a world of dark and smoky streets, where danger and temptation lurk around every co",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5611-291x291.png,true,true,true,,
11685,BIGARADE CONCENTREE by Jean-Claude Ellena,Frédéric Malle Editions De Parfum,"BIGARADE CONCENTREE BIGARADE CONCENTREE, crafted by Jean-Claude Ellena, is a","₦730,000",730000,perfume,men,"to create a distinguished scent profile. Its complexity is a testament to Ellena’s artistry, offering a refined olfactor",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5569-291x291.jpeg,true,false,true,,
12697,BLACK AFGANO NASAMATO 30ml,,This bottle of perfume is part of the project Nasomatto. The fragrance aims to,"₦330,000",330000,perfume,men,This bottle of perfume is part of the project Nasomatto. The fragrance aims to evoke the best qualit,https://folafragrance.com.ng/wp-content/uploads/2026/07/img_1324-2-291x291.jpeg,true,false,true,30ml,
12302,BLACKBERRY OUD PARFUM 100ML (3.4 FL. OZ).,Zara Perfume,BLACKBERRY OUD PARFUM 100ML (3.4 FL. OZ). Parfum. Blackberry Oud explores the,"₦98,000",98000,perfume,unisex,BLACKBERRY OUD PARFUM 100ML (3.4 FL. OZ). Parfum. Blackberry Oud explores the contrast between fruit,https://folafragrance.com.ng/wp-content/uploads/2026/03/img_8932-291x291.jpeg,true,true,true,100ML,Parfum
11614,BLANCHE BÊTE By LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,BLANCHE BÊTE By LIQUID IMAGINAIRES Blanche Bête is the fragrance that will,"₦395,000",395000,perfume,unisex,"of white flowers and opaline light, this fragrance embodies the purity and magic of the legendary white horse with a sin",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5526-291x291.png,true,false,true,,
11615,BLANCHE BÊTE LIMITED EDITION By LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,BLANCHE BÊTE LIMITED EDITION By LIQUID IMAGINAIRES Blanche Bête is the,"₦550,000",550000,perfume,unisex,"of white flowers and opaline light, this fragrance embodies the purity and magic of the legendary white horse with a sin",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5523-291x291.png,true,false,true,,
11761,BUVEUR DE VENT BY LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,BUVEUR DE VENT BY LIQUID IMAGINAIRES Buveur de Vent is a fragrance born from,"₦590,000",590000,perfume,unisex,BUVEUR DE VENT BY LIQUID IMAGINAIRES Buveur de Vent is a fragrance born from the power of a wild sta,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5622-291x291.png,true,true,true,,
12735,Bal d’Afrique Absolu PARFUM BYREDO,,Bal d’Afrique Absolu reinvents the iconic fragrance with a more gourmand,"₦398,000",398000,perfume,unisex,"of bergamot, lemon, and blackcurrant offer a bold vivacity before melting into praline, soft musks, and violet. A woody ",https://folafragrance.com.ng/wp-content/uploads/2026/07/img_1341-291x291.png,true,true,true,,Parfum
12645,CHANEL BLEU DE CHANEL PARFUM 100ML,,Chanel Bleu de Chanel Parfum 100ml is a captivating and luxurious fragrance for,"₦355,000",355000,perfume,men,"reveal a warm and spicy combination of ginger, nutmeg, and cedar, adding depth and sensuality to the fragrance. The men’",https://folafragrance.com.ng/wp-content/uploads/2026/07/img_1241-291x291.jpeg,true,false,true,100ML,Parfum
11777,CLIVE CHRISTIAN ART DECO BLONDE AMBER NOBLE COLLECTION,Clive Christian,CLIVE CHRISTIAN ART DECO BLONDE AMBER NOBLE COLLECTION A tale of Art Deco,"₦820,000",820000,perfume,unisex,"in chypres and colognes, awakens the senses with its invigorating flourish. In this perfume, it lifts tuberose and jasmi",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5632-291x291.png,true,true,true,,
12865,CREED Absolu Aventus,,Absolu Aventus is the most intense and striking expression of Aventus. The,"₦538,000",538000,perfume,men,"Woods, Fresh, Citrus",https://folafragrance.com.ng/wp-content/uploads/2026/08/img_1573-291x291.jpeg,true,false,true,,
7859,Chromatic Amber Extrait De Perfum 50ml,Maison Crivelli Perfumes,"Chromatic Amber Extrait De Perfum 50ml Rainbow jungle , spicy trek, vanilla","₦485,000",485000,perfume,unisex,"Chromatic Amber Extrait De Perfum 50ml Rainbow jungle , spicy trek, vanilla vines, multicolored bark",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_9676-291x291.png,true,false,true,50ml,Extrait de Parfum
6844,Club de nuit milestone EDP 105ml,Armaf Perfumes,Club de nuit milestone EDP 105ml Spray is a fragrance that was introduced in,"₦64,000",64000,perfume,unisex,"of Armaf Club De Nuit Milestone include bergamot, pink pepper, and mandarin, which give it a fresh and spicy opening. Th",https://folafragrance.com.ng/wp-content/uploads/2025/04/IMG_3776-291x291.webp,true,false,true,105ml,Eau de Parfum
10973,Commodity Moss Bold+ 100ml,Commodity,Commodity Moss Bold+ 100ml Fresh | Green Moss’ green and citrus aroma of,"₦330,000",330000,perfume,unisex,The fragrance notes you smell will evolve throughout your wear. In other words: Your “First” impression when you spray t,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4285-291x291.png,true,true,true,100ml,
10977,Commodity Moss Expressive 100 ml,Commodity,Commodity Moss Expressive 100 ml Fresh | Green This fragrance’s crisp aroma is,"₦330,000",330000,perfume,men,Commodity Moss Expressive 100 ml Fresh | Green This fragrance’s crisp aroma is one that nature would,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4288-291x291.png,true,true,true,100 ml,
10969,Commodity Paper Bold + 100ml,Commodity,Commodity Paper Bold + 100ml Green | Woody | Skin Scent An Iso E Super with,"₦325,000",325000,perfume,unisex,"Commodity Paper Bold + 100ml Green | Woody | Skin Scent An Iso E Super with personality, Paper+ is a",https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4282-291x291.png,true,true,true,100ml,
10965,Commodity Paper Expressive 100 ml,Commodity,Commodity Paper Expressive 100 ml Fresh | Woody | Skin Scent A cult-classic,"₦305,000",305000,perfume,unisex,Commodity Paper Expressive 100 ml Fresh | Woody | Skin Scent A cult-classic brought back from the Ar,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4279-291x291.png,true,true,true,100 ml,
12854,Creed Oud Zarian,,Enter a rarefied realm with an unparalleled oud masterpiece from The House of,"₦650,000",650000,perfume,unisex,"Woody, Ambery, Spicy",https://folafragrance.com.ng/wp-content/uploads/2026/08/img_1568-2-291x291.jpeg,true,false,true,,
11736,DOM ROSA By LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,DOM ROSA By LIQUID IMAGINAIRES Experience the enchanting scent of Dom Rosa – a,"₦340,000",340000,perfume,unisex,that evoke the tranquil vineyards and chalky soil where it grows,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5602-291x291.png,true,false,true,,
11744,DOM ROSA MILLÉSIMÉ BY LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,DOM ROSA MILLÉSIMÉ BY LIQUID IMAGINAIRES Dom Rosa is a perfectly aged rose,"₦558,000",558000,perfume,men,"DOM ROSA MILLÉSIMÉ BY LIQUID IMAGINAIRES Dom Rosa is a perfectly aged rose champagne, romantic, into",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5607-291x291.png,true,false,true,,
8112,Dior J’adore Roller-Pearl eau de parfum,Christian Dior,Dior J’adore Roller-Pearl eau de parfum With its jewel-like bottle that is as,"₦116,000",116000,perfume,unisex,"of Centifolia Rose, Jasmine Sambac, Ylang-Ylang, Grasse Tuberose and creamy Sandalwood. As the J’adore roller-pearl sens",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_9860-291x291.jpeg,true,false,true,,Eau de Parfum
11587,EXOTIC MARACUJA EDP 50ML ZARA,Zara Perfume,EXOTIC MARACUJA EDP 50ML ZARA Eau de Parfum. A vibrant experience that begins,"₦59,000",59000,perfume,unisex,EXOTIC MARACUJA EDP 50ML ZARA Eau de Parfum. A vibrant experience that begins with the exotic freshn,https://folafragrance.com.ng/wp-content/uploads/2025/10/IMG_5278-291x291.webp,true,false,true,50ML,Eau de Parfum
6498,Emporio Armani Stronger With You Intensely EDP 100ml,"Emperor Armani, Giorgio Armani",Embrace your sensual side with Emporio Armani Stronger With You Intensely EDP,"₦190,000",190000,perfume,men,to create a uniquely addictive and powerful sillage,https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_8689-291x291.webp,true,false,true,100ml,Eau de Parfum
11346,Emporio Armani Stronger With You Parfum 100ml For Men,Emperor Armani,Emporio Armani Stronger With You Parfum 100ml For Men Emporio Armani Stronger,"₦225,000",225000,perfume,men,of Vanilla and Chestnut that give an seductive masculine quality on the skin. Emporio Armani Stronger With You Parfum is,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4815-291x291.png,true,false,true,100ml,Parfum
11341,Emporio Armani Stronger With You Tobacco EDP 100ml,Emperor Armani,Emporio Armani Stronger With You Tobacco EDP 100ml Emporio Armani Stronger With,"₦189,000",189000,perfume,men,"are Sage, Pink Pepper, Black Pepper, elemi and Cardamom; middle notes are Chestnut, Tobacco, Cinnamon Leaf and Chili Pep",https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4811-291x291.jpeg,true,true,true,100ml,Eau de Parfum
11737,FORTIS By Liquid IMAGINAIRES,LIQUID IMAGINAIRES,FORTIS By Liquid IMAGINAIRES Experience the transformational power of Fortis,"₦450,000",450000,perfume,men,"FORTIS By Liquid IMAGINAIRES Experience the transformational power of Fortis fragrance, like a regen",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5605-291x291.png,true,true,true,,
11665,FRENCH LOVER by Pierre Bourdon 100 ml,Frédéric Malle Editions De Parfum,FRENCH LOVER by Pierre Bourdon 100 ml FRENCH LOVER by Pierre Bourdon is a,"₦650,000",650000,perfume,unisex,that evoke a sense of elegance and charm. FRENCH LOVER is not merely a fragrance; it is an olfactory experience that tra,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5558-291x291.jpeg,true,false,true,100 ml,
11652,Federic Malle CARNAL FLOWER 50ml,,CARNAL FLOWER by Dominique Ropion CARNAL FLOWER by Dominique Ropion is an,"₦450,000",450000,perfume,unisex,CARNAL FLOWER by Dominique Ropion CARNAL FLOWER by Dominique Ropion is an exquisite fragrance that a,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5548-291x291.png,true,false,true,50ml,
11678,Federic Malle PROMISE 100 ml,Frédéric Malle Editions De Parfum,PROMISE by Dominique Ropion 100 ml PROMISE by Dominique Ropion 100 ml is a,"₦650,000",650000,perfume,men,"that evoke a sense of allure and charm. The 100 ml bottle is designed to complement any vanity, making it a perfect addi",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5565-291x291.jpeg,true,true,true,100 ml,
11670,Federic Malle THE NIGHT 50ml,Frédéric Malle Editions De Parfum,THE NIGHT by Dominique Ropion 50ml THE NIGHT by Dominique Ropion 50ml is an,"₦780,000",780000,perfume,unisex,that evoke a sense of mystery and allure. This luxurious scent is designed for those who embrace the depth and complexit,https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5561-291x291.jpeg,true,false,true,50ml,
10886,French Avenue Wraith Spectre EDP 80ml,French Avenue,French Avenue Wraith Spectre EDP 80ml When it comes to a product as,"₦59,000",59000,perfume,unisex,daring and captivating. Let’s dive into this fascinating universe together,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4217-291x291.webp,true,false,true,80ml,Eau de Parfum
10883,French Avenue parfum Azzure Aoud 100ml,French Avenue,"French Avenue parfum Azzure Aoud 100ml Azzure Aoud is a deep, rich nectar.","₦59,000",59000,perfume,men,set the ball rolling. They set the tone for the waltz that awaits you,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4216-291x291.webp,true,true,true,100ml,Parfum
11704,GERANIUM POUR MONSIEUR by Dominique Ropion,Frédéric Malle Editions De Parfum,"GERANIUM POUR MONSIEUR by Dominique Ropion GÉRANIUM POUR MONSIEUR, the wild","₦485,000",485000,perfume,men,"an aromatic frisson of mint and anise, cold and sharp, awakens the spirit. Then the Chinese geranium emerges, with its r",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5579-291x291.jpeg,true,false,true,,
11967,GOLDEN DECADE EDP + HAIR MIST LIMITED EDITION 2X50ML / 1.7 FL. OZ.,Zara Perfume,GOLDEN DECADE EDP + HAIR MIST LIMITED EDITION 2X50ML / 1.7 FL. OZ. Eau de,"₦98,000",98000,perfume,unisex,"prolong its trail. Floral, addictive and perfectly harmonised, it is enhanced with each application",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_6139-291x291.webp,true,false,true,50ML,Eau de Parfum
13019,GOLDFIELD AND BANKS Ingenious Ginger,,Product Description Are you looking for a fruity-citrusy scent with a,"₦335,000",335000,perfume,men,"are: Top Notes: Ginger Flower, Mandarin Orange and Bergamot Middle Notes: Chinese Magnolia, Amber, Sandalwood, Rose and ",https://folafragrance.com.ng/wp-content/uploads/2026/08/img_1777-291x291.jpeg,true,false,true,,
7057,Gentleman Givenchy EDP 100ml,Givenchy,"Gentleman Givenchy EDP 100ml Eau de Parfum Woody, Floral A woody scent full of","₦150,000",150000,perfume,men,Woody Floral Head: Pepper & Lavender Heart: Orris & Tolu Balm Base: Patchouli & Black Vanilla,https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_9211-291x291.webp,true,false,true,100ml,Eau de Parfum
7034,Gentlemen Givenchy Reserve Privee 100Ml,Givenchy,"Gentlemen Givenchy Reserve Privee 100Ml Eau de Parfum Woody, Floral, Ambery The","₦165,000",165000,perfume,men,"Woody Floral Ambery -Top : Bergamot essence Italy, Whisky absolute Scotland -Heart : Chestnut, Orris concrete Italy & Ch",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_9196-291x291.webp,true,false,true,100Ml,
6924,Green savage and blue spirit 90ml x 90ml,Zara Perfume,Green savage and blue spirit 90ml x 90ml Eau de toilette duo set 90ml x 90ml .,"₦80,000",80000,perfume,men,"of lemon, jasmine and patchouli. It’s a fresh, modern and luminous fragrance",https://folafragrance.com.ng/wp-content/uploads/2025/05/IMG_9126-291x291.webp,true,false,true,90ml,
11971,HYPNOTIC VANILLA EDP + HAIR MIST LIMITED EDITION 2X50ML,Zara Perfume,HYPNOTIC VANILLA EDP + HAIR MIST LIMITED EDITION 2X50ML Eau de Parfum and Hair,"₦98,000",98000,perfume,unisex,"Sweet, elegant, and",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_6142-291x291.webp,true,true,true,50ML,Eau de Parfum
11769,JUMP UP AND KISS ME HEDONISTIC By CLIVE CHRISTIAN,Clive Christian,JUMP UP AND KISS ME HEDONISTIC By CLIVE CHRISTIAN Clive Christian Jump Up &,"₦750,000",750000,perfume,unisex,"of rose envelope orange flower, climbing towards ylang-ylang and jasmine. A sweet intoxicating floral with a creamy sand",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5631-291x291.jpeg,true,false,true,,
11364,Jean Paul Gaultier Divine Le Parfum EDP Intense 100ml,Jean Paul Gaultier,Jean Paul Gaultier Divine Le Parfum EDP Intense 100ml Jean Paul Gaultier Divine,"₦225,000",225000,perfume,unisex,"alongside an earthen base, it opens with the heavenly scents of lily and jasmine before settling into patchouli and musk",https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4829-291x291.jpeg,true,false,true,100ml,Parfum
11359,Jean Paul Gaultier Le Beau Le Parfum EDP Intense 125ml,Jean Paul Gaultier,Jean Paul Gaultier Le Beau Le Parfum EDP Intense 125ml Jean Paul Gaultier Le,"₦200,000",200000,perfume,men,Jean Paul Gaultier Le Beau Le Parfum EDP Intense 125ml Jean Paul Gaultier Le Beau Le Parfum Intense,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4827-291x291.png,true,false,true,125ml,Parfum
11353,Jean Paul Gaultier Le Male Le Parfum EDP Intense 125ml,"Jean Paul, Jean Paul Gaultier",Jean Paul Gaultier Le Male Le Parfum EDP Intense 125ml The latest men’s,"₦215,000",215000,perfume,men,"top notes: cardamom, sage heart notes: lavender, iris base notes: vanilla, tonka bean",https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4820-291x291.png,true,false,true,125ml,Parfum
10905,Kay Ali Yum Pistachio Gelato | 33 EDP Intense,Kay Ali Perfumes,Kay Ali Yum Pistachio Gelato | 33 EDP Intense Yum Pistachio Gelato | 33 Eau de,"₦295,000",295000,perfume,unisex,"including pistachio, voluptuous whipped cream, roasted hazelnut, sweet rum, fluffy marshmallow, and fizzy cotton candy. ",https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_5803-291x291.webp,true,true,true,,Eau de Parfum
11153,Khadlaj Empire Victor 100ml EDP,Khadlaj Perfumes,Khadlaj Empire Victor 100ml EDP Khadlaj Empire Victor 100ml EDP is a,"₦45,000",45000,perfume,men,Khadlaj Empire Victor 100ml EDP Khadlaj Empire Victor 100ml EDP is a captivating fragrance that embo,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4555-291x291.jpeg,true,false,true,100ml,Eau de Parfum
11168,Khadlaj Ombre Notes EDP 100ml,Khadlaj Perfumes,Khadlaj Ombre Notes EDP 100ml,"₦39,000",39000,perfume,unisex,EDP 100ml,https://folafragrance.com.ng/wp-content/uploads/2025/09/IMG_4566-291x291.jpeg,true,true,true,100ml,Eau de Parfum
11717,LIPSTICK ROSE by Ralf Schwieger 100ml,Frédéric Malle Editions De Parfum,"LIPSTICK ROSE by Ralf Schwieger 100ml LIPSTICK ROSE, the fragrance of timeless","₦820,000",820000,perfume,unisex,"of raspberry counters the effervescence of the grapefruit. And for sweetness, there are velvet threads of vanilla and wh",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5590-291x291.jpeg,true,false,true,100ml,
11745,LIQUIDE BY LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,LIQUIDE BY LIQUID IMAGINAIRES In the heart of LIQUIDE lies a tale of alchemical,"₦605,000",605000,perfume,men,"of Mandarin and Saffron dance together, weaving a tapestry of exotic allure and vibrant warmth. Followed by the intrigui",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5608-291x291.png,true,false,true,,
11754,LUNATIQUE BY LIQUID IMAGINAIRES,LIQUID IMAGINAIRES,"LUNATIQUE BY LIQUID IMAGINAIRES Lunatique invites you to embrace your darker,","₦600,000",600000,perfume,men,"to deep, mysterious undertones. It opens with a refreshing blend of juniper, pear, and the bold kick of Sichuan pepper, ",https://folafragrance.com.ng/wp-content/uploads/2025/11/IMG_5617-291x291.png,true,false,true,,
